UNIXTime,Data,Time,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet,Radiation
1474287904,9/19/2016 12:00:00 AM,02:25:04,48,30.42,48,173.2,6.75,06:11:00,18:22:00,1.25
1474287604,9/19/2016 12:00:00 AM,02:20:04,48,30.42,49,176.53,6.75,06:11:00,18:22:00,1.24
1474287306,9/19/2016 12:00:00 AM,02:15:06,48,30.42,49,165.62,5.62,06:11:00,18:22:00,1.26
1474287007,9/19/2016 12:00:00 AM,02:10:07,48,30.42,50,179.31,6.75,06:11:00,18:22:00,1.22
1474286703,9/19/2016 12:00:00 AM,02:05:03,48,30.42,48,157.6,6.75,06:11:00,18:22:00,1.24
1474286408,9/19/2016 12:00:00 AM,02:00:08,48,30.42,47,162.6,5.62,06:11:00,18:22:00,1.27
1474286104,9/19/2016 12:00:00 AM,01:55:04,48,30.42,48,179.12,7.87,06:11:00,18:22:00,1.23
1474285804,9/19/2016 12:00:00 AM,01:50:04,48,30.43,48,160.92,6.75,06:11:00,18:22:00,1.22
1474285506,9/19/2016 12:00:00 AM,01:45:06,48,30.43,47,182.44,5.62,06:11:00,18:22:00,1.25
1474285206,9/19/2016 12:00:00 AM,01:40:06,48,30.43,49,161.25,5.62,06:11:00,18:22:00,1.28
1474284904,9/19/2016 12:00:00 AM,01:35:04,48,30.43,48,158.08,7.87,06:11:00,18:22:00,1.25
1474284606,9/19/2016 12:00:00 AM,01:30:06,48,30.43,48,168.52,4.5,06:11:00,18:22:00,1.25
1474284303,9/19/2016 12:00:00 AM,01:25:03,48,30.43,47,177.64,6.75,06:11:00,18:22:00,1.22
1474284002,9/19/2016 12:00:00 AM,01:20:02,48,30.44,47,192.73,7.87,06:11:00,18:22:00,1.22
1474283708,9/19/2016 12:00:00 AM,01:15:08,48,30.44,47,183.37,7.87,06:11:00,18:22:00,1.26
1474283402,9/19/2016 12:00:00 AM,01:10:02,48,30.44,47,191.06,7.87,06:11:00,18:22:00,1.22
1474282808,9/19/2016 12:00:00 AM,01:00:08,48,30.44,48,183.36,6.75,06:11:00,18:22:00,1.24
1474281903,9/19/2016 12:00:00 AM,00:45:03,48,30.45,43,185.5,5.62,06:11:00,18:22:00,1.26
1474281605,9/19/2016 12:00:00 AM,00:40:05,49,30.45,43,181.99,6.75,06:11:00,18:22:00,1.22
1474281306,9/19/2016 12:00:00 AM,00:35:06,49,30.45,41,172.64,7.87,06:11:00,18:22:00,1.26
1474281005,9/19/2016 12:00:00 AM,00:30:05,49,30.45,41,172.41,5.62,06:11:00,18:22:00,1.25
1474280405,9/19/2016 12:00:00 AM,00:20:05,49,30.45,41,161.46,4.5,06:11:00,18:22:00,1.24
1474279804,9/19/2016 12:00:00 AM,00:10:04,49,30.45,41,162.98,7.87,06:11:00,18:22:00,1.25
1474279504,9/19/2016 12:00:00 AM,00:05:04,49,30.46,42,167.83,5.62,06:11:00,18:22:00,1.22
1474278904,9/18/2016 12:00:00 AM,23:55:04,49,30.46,44,158.44,6.75,06:11:00,18:23:00,1.26
1474278606,9/18/2016 12:00:00 AM,23:50:06,49,30.46,44,189.84,6.75,06:11:00,18:23:00,1.25
1474278304,9/18/2016 12:00:00 AM,23:45:04,50,30.46,43,152.95,6.75,06:11:00,18:23:00,1.22
1474278003,9/18/2016 12:00:00 AM,23:40:03,50,30.46,41,146.77,5.62,06:11:00,18:23:00,1.24
1474277704,9/18/2016 12:00:00 AM,23:35:04,50,30.46,40,170.22,7.87,06:11:00,18:23:00,1.23
1474277403,9/18/2016 12:00:00 AM,23:30:03,50,30.46,39,155.51,7.87,06:11:00,18:23:00,1.22
1474277105,9/18/2016 12:00:00 AM,23:25:05,50,30.46,41,162.68,6.75,06:11:00,18:23:00,1.25
1474276806,9/18/2016 12:00:00 AM,23:20:06,50,30.46,40,158.2,5.62,06:11:00,18:23:00,1.25
1474276503,9/18/2016 12:00:00 AM,23:15:03,50,30.46,40,172.6,4.5,06:11:00,18:23:00,1.24
1474276203,9/18/2016 12:00:00 AM,23:10:03,50,30.46,39,180.87,6.75,06:11:00,18:23:00,1.24
1474275904,9/18/2016 12:00:00 AM,23:05:04,50,30.46,38,182.02,7.87,06:11:00,18:23:00,1.25
1474275605,9/18/2016 12:00:00 AM,23:00:05,50,30.46,37,161.56,7.87,06:11:00,18:23:00,1.23
1474275305,9/18/2016 12:00:00 AM,22:55:05,50,30.46,37,167.24,5.62,06:11:00,18:23:00,1.23
1474275010,9/18/2016 12:00:00 AM,22:50:10,50,30.46,37,152.16,6.75,06:11:00,18:23:00,1.25
1474274707,9/18/2016 12:00:00 AM,22:45:07,50,30.46,37,149.57,5.62,06:11:00,18:23:00,1.24
1474274405,9/18/2016 12:00:00 AM,22:40:05,50,30.46,38,175.88,6.75,06:11:00,18:23:00,1.21
1474274105,9/18/2016 12:00:00 AM,22:35:05,50,30.46,39,156.92,6.75,06:11:00,18:23:00,1.23
1474273806,9/18/2016 12:00:00 AM,22:30:06,50,30.47,40,162.83,7.87,06:11:00,18:23:00,1.24
1474273505,9/18/2016 12:00:00 AM,22:25:05,50,30.47,39,157.63,7.87,06:11:00,18:23:00,1.24
1474272902,9/18/2016 12:00:00 AM,22:15:02,50,30.47,46,159.37,7.87,06:11:00,18:23:00,1.26
1474272603,9/18/2016 12:00:00 AM,22:10:03,51,30.47,41,159.81,5.62,06:11:00,18:23:00,1.26
1474272306,9/18/2016 12:00:00 AM,22:05:06,51,30.47,40,157.37,6.75,06:11:00,18:23:00,1.27
1474272008,9/18/2016 12:00:00 AM,22:00:08,51,30.47,40,129.96,6.75,06:11:00,18:23:00,1.24
1474271703,9/18/2016 12:00:00 AM,21:55:03,51,30.47,41,177.53,5.62,06:11:00,18:23:00,1.28
1474271404,9/18/2016 12:00:00 AM,21:50:04,51,30.47,40,146.37,6.75,06:11:00,18:23:00,1.26
1474271105,9/18/2016 12:00:00 AM,21:45:05,51,30.47,42,153.12,7.87,06:11:00,18:23:00,1.25
1474270806,9/18/2016 12:00:00 AM,21:40:06,51,30.47,45,165.29,5.62,06:11:00,18:23:00,1.24
1474270506,9/18/2016 12:00:00 AM,21:35:06,52,30.47,49,158.55,7.87,06:11:00,18:23:00,1.23
1474270205,9/18/2016 12:00:00 AM,21:30:05,52,30.47,47,147.58,5.62,06:11:00,18:23:00,1.27
1474269903,9/18/2016 12:00:00 AM,21:25:03,53,30.47,54,163.95,2.25,06:11:00,18:23:00,1.26
1474269608,9/18/2016 12:00:00 AM,21:20:08,53,30.47,57,166.84,2.25,06:11:00,18:23:00,1.25
1474269305,9/18/2016 12:00:00 AM,21:15:05,53,30.47,58,130.66,2.25,06:11:00,18:23:00,1.26
1474269006,9/18/2016 12:00:00 AM,21:10:06,53,30.47,60,114.49,4.5,06:11:00,18:23:00,1.26
1474268703,9/18/2016 12:00:00 AM,21:05:03,53,30.46,63,162.37,4.5,06:11:00,18:23:00,1.26
1474268406,9/18/2016 12:00:00 AM,21:00:06,53,30.46,69,163.16,4.5,06:11:00,18:23:00,1.24
1474268107,9/18/2016 12:00:00 AM,20:55:07,53,30.46,68,152.69,3.37,06:11:00,18:23:00,1.27
1474267807,9/18/2016 12:00:00 AM,20:50:07,54,30.46,68,127.6,4.5,06:11:00,18:23:00,1.23
1474267506,9/18/2016 12:00:00 AM,20:45:06,54,30.46,63,133.72,2.25,06:11:00,18:23:00,1.27
1474267204,9/18/2016 12:00:00 AM,20:40:04,54,30.46,67,169.98,2.25,06:11:00,18:23:00,1.22
1474266904,9/18/2016 12:00:00 AM,20:35:04,53,30.46,68,114.82,2.25,06:11:00,18:23:00,1.26
1474266603,9/18/2016 12:00:00 AM,20:30:03,54,30.45,70,162.75,3.37,06:11:00,18:23:00,1.31
1474266304,9/18/2016 12:00:00 AM,20:25:04,54,30.45,72,172.55,5.62,06:11:00,18:23:00,1.22
1474266006,9/18/2016 12:00:00 AM,20:20:06,54,30.45,72,146.55,5.62,06:11:00,18:23:00,1.23
1474265703,9/18/2016 12:00:00 AM,20:15:03,54,30.45,72,165.22,4.5,06:11:00,18:23:00,1.22
1474265409,9/18/2016 12:00:00 AM,20:10:09,54,30.45,72,151.85,4.5,06:11:00,18:23:00,1.27
1474265104,9/18/2016 12:00:00 AM,20:05:04,54,30.45,73,155.05,2.25,06:11:00,18:23:00,1.27
1474264803,9/18/2016 12:00:00 AM,20:00:03,53,30.45,69,119.23,2.25,06:11:00,18:23:00,1.27
1474264507,9/18/2016 12:00:00 AM,19:55:07,53,30.44,73,162.15,4.5,06:11:00,18:23:00,1.22
1474264205,9/18/2016 12:00:00 AM,19:50:05,53,30.44,76,149.59,5.62,06:11:00,18:23:00,1.21
1474263906,9/18/2016 12:00:00 AM,19:45:06,53,30.44,77,168.08,4.5,06:11:00,18:23:00,1.26
1474263607,9/18/2016 12:00:00 AM,19:40:07,53,30.44,75,175.5,4.5,06:11:00,18:23:00,1.31
1474263305,9/18/2016 12:00:00 AM,19:35:05,53,30.44,79,169.28,4.5,06:11:00,18:23:00,1.27
1474263003,9/18/2016 12:00:00 AM,19:30:03,53,30.44,81,161.94,3.37,06:11:00,18:23:00,1.26
1474262707,9/18/2016 12:00:00 AM,19:25:07,53,30.44,81,100.95,4.5,06:11:00,18:23:00,1.28
1474262403,9/18/2016 12:00:00 AM,19:20:03,52,30.44,99,104.47,3.37,06:11:00,18:23:00,1.25
1474262110,9/18/2016 12:00:00 AM,19:15:10,52,30.43,100,149.97,4.5,06:11:00,18:23:00,1.3
1474261803,9/18/2016 12:00:00 AM,19:10:03,52,30.43,100,169.48,3.37,06:11:00,18:23:00,1.24
1474261503,9/18/2016 12:00:00 AM,19:05:03,52,30.43,100,136.29,4.5,06:11:00,18:23:00,1.24
1474261205,9/18/2016 12:00:00 AM,19:00:05,53,30.43,100,92.65,2.25,06:11:00,18:23:00,1.24
1474260906,9/18/2016 12:00:00 AM,18:55:06,54,30.43,101,74.23,2.25,06:11:00,18:23:00,1.26
1474260303,9/18/2016 12:00:00 AM,18:45:03,54,30.43,101,180.23,6.75,06:11:00,18:23:00,1.26
1474260008,9/18/2016 12:00:00 AM,18:40:08,54,30.43,101,196.93,6.75,06:11:00,18:23:00,1.28
1474259706,9/18/2016 12:00:00 AM,18:35:06,54,30.43,101,195.38,7.87,06:11:00,18:23:00,1.24
1474259405,9/18/2016 12:00:00 AM,18:30:05,54,30.43,101,194.65,5.62,06:11:00,18:23:00,1.91
1474259106,9/18/2016 12:00:00 AM,18:25:06,54,30.43,101,162.4,2.25,06:11:00,18:23:00,3.71
1474258805,9/18/2016 12:00:00 AM,18:20:05,54,30.43,101,161.42,3.37,06:11:00,18:23:00,5.05
1474258503,9/18/2016 12:00:00 AM,18:15:03,54,30.43,101,166.99,1.12,06:11:00,18:23:00,6.52
1474258205,9/18/2016 12:00:00 AM,18:10:05,53,30.43,101,161.82,4.5,06:11:00,18:23:00,8.38
1474257904,9/18/2016 12:00:00 AM,18:05:04,53,30.43,101,143.95,3.37,06:11:00,18:23:00,13.05
1474257609,9/18/2016 12:00:00 AM,18:00:09,53,30.42,101,154.95,2.25,06:11:00,18:23:00,20.93
1474257308,9/18/2016 12:00:00 AM,17:55:08,53,30.42,101,73.17,4.5,06:11:00,18:23:00,24.29
1474257005,9/18/2016 12:00:00 AM,17:50:05,53,30.42,101,82.86,2.25,06:11:00,18:23:00,35.91
1474256702,9/18/2016 12:00:00 AM,17:45:02,53,30.42,101,107.23,3.37,06:11:00,18:23:00,47.58
1474256403,9/18/2016 12:00:00 AM,17:40:03,53,30.42,101,79.8,3.37,06:11:00,18:23:00,53.16
1474256106,9/18/2016 12:00:00 AM,17:35:06,53,30.42,101,65.29,4.5,06:11:00,18:23:00,42.55
1474255805,9/18/2016 12:00:00 AM,17:30:05,53,30.42,101,72.78,2.25,06:11:00,18:23:00,42.6
1474255505,9/18/2016 12:00:00 AM,17:25:05,53,30.42,101,48.45,1.12,06:11:00,18:23:00,56.59
1474255214,9/18/2016 12:00:00 AM,17:20:14,53,30.42,101,17.36,2.25,06:11:00,18:23:00,54.84
1474254904,9/18/2016 12:00:00 AM,17:15:04,53,30.42,101,49.17,3.37,06:11:00,18:23:00,70.75
1474254603,9/18/2016 12:00:00 AM,17:10:03,53,30.42,101,63.07,3.37,06:11:00,18:23:00,100
1474254305,9/18/2016 12:00:00 AM,17:05:05,53,30.42,100,84.77,2.25,06:11:00,18:23:00,116.5
1474254005,9/18/2016 12:00:00 AM,17:00:05,53,30.42,100,51.71,3.37,06:11:00,18:23:00,103.11
1474253703,9/18/2016 12:00:00 AM,16:55:03,53,30.42,100,9.43,3.37,06:11:00,18:23:00,100.87
1474253408,9/18/2016 12:00:00 AM,16:50:08,53,30.42,100,47.12,2.25,06:11:00,18:23:00,113.88
1474253106,9/18/2016 12:00:00 AM,16:45:06,54,30.42,100,336.39,5.62,06:11:00,18:23:00,95
1474252805,9/18/2016 12:00:00 AM,16:40:05,54,30.42,100,46.99,4.5,06:11:00,18:23:00,81.41
1474252503,9/18/2016 12:00:00 AM,16:35:03,54,30.42,100,36.09,4.5,06:11:00,18:23:00,76.75
1474252203,9/18/2016 12:00:00 AM,16:30:03,54,30.42,100,6.85,2.25,06:11:00,18:23:00,89.97
1474251904,9/18/2016 12:00:00 AM,16:25:04,54,30.42,100,40.78,2.25,06:11:00,18:23:00,196.66
1474251305,9/18/2016 12:00:00 AM,16:15:05,54,30.42,100,17.44,3.37,06:11:00,18:23:00,130.14
1474251006,9/18/2016 12:00:00 AM,16:10:06,54,30.42,100,4.25,5.62,06:11:00,18:23:00,126.86
1474250702,9/18/2016 12:00:00 AM,16:05:02,55,30.42,100,26.39,3.37,06:11:00,18:23:00,145.01
1474250405,9/18/2016 12:00:00 AM,16:00:05,55,30.42,100,32.28,5.62,06:11:00,18:23:00,122.01
1474250106,9/18/2016 12:00:00 AM,15:55:06,55,30.42,100,0.34,2.25,06:11:00,18:23:00,154.81
1474249805,9/18/2016 12:00:00 AM,15:50:05,55,30.42,100,359.92,3.37,06:11:00,18:23:00,192.87
1474249206,9/18/2016 12:00:00 AM,15:40:06,55,30.42,100,336.49,4.5,06:11:00,18:23:00,176.75
1474248905,9/18/2016 12:00:00 AM,15:35:05,55,30.42,99,7.12,2.25,06:11:00,18:23:00,185.9
1474248605,9/18/2016 12:00:00 AM,15:30:05,55,30.43,99,2.09,2.25,06:11:00,18:23:00,188.57
1474248306,9/18/2016 12:00:00 AM,15:25:06,55,30.43,99,4.93,4.5,06:11:00,18:23:00,212.63
1474248009,9/18/2016 12:00:00 AM,15:20:09,55,30.43,99,3.55,5.62,06:11:00,18:23:00,234.31
1474247705,9/18/2016 12:00:00 AM,15:15:05,55,30.43,98,36.47,1.12,06:11:00,18:23:00,179.21
1474247407,9/18/2016 12:00:00 AM,15:10:07,55,30.43,98,27.14,2.25,06:11:00,18:23:00,172.33
1474247104,9/18/2016 12:00:00 AM,15:05:04,55,30.43,98,2.81,4.5,06:11:00,18:23:00,195.74
1474246802,9/18/2016 12:00:00 AM,15:00:02,56,30.43,98,1.92,5.62,06:11:00,18:23:00,198.19
1474246504,9/18/2016 12:00:00 AM,14:55:04,56,30.43,97,55.73,4.5,06:11:00,18:23:00,280.14
1474246203,9/18/2016 12:00:00 AM,14:50:03,56,30.43,97,87.21,2.25,06:11:00,18:23:00,328.09
1474245907,9/18/2016 12:00:00 AM,14:45:07,56,30.43,96,68.27,2.25,06:11:00,18:23:00,294.44
1474245606,9/18/2016 12:00:00 AM,14:40:06,57,30.43,94,31.63,6.75,06:11:00,18:23:00,297.1
1474245307,9/18/2016 12:00:00 AM,14:35:07,57,30.44,92,50.79,5.62,06:11:00,18:23:00,216.82
1474245003,9/18/2016 12:00:00 AM,14:30:03,58,30.44,93,341.94,4.5,06:11:00,18:23:00,384.49
1474244706,9/18/2016 12:00:00 AM,14:25:06,59,30.44,90,20.02,6.75,06:11:00,18:23:00,476.45
1474244406,9/18/2016 12:00:00 AM,14:20:06,59,30.44,88,13.68,7.87,06:11:00,18:23:00,321.62
1474244102,9/18/2016 12:00:00 AM,14:15:02,61,30.44,86,44.61,6.75,06:11:00,18:23:00,519.29
1474243806,9/18/2016 12:00:00 AM,14:10:06,62,30.44,85,359.86,7.87,06:11:00,18:23:00,1147.7
1474243504,9/18/2016 12:00:00 AM,14:05:04,62,30.44,84,45.92,7.87,06:11:00,18:23:00,972.72
1474243204,9/18/2016 12:00:00 AM,14:00:04,62,30.44,84,30.62,4.5,06:11:00,18:23:00,754.26
1474242906,9/18/2016 12:00:00 AM,13:55:06,62,30.44,84,332.65,5.62,06:11:00,18:23:00,1026.69
1474242603,9/18/2016 12:00:00 AM,13:50:03,62,30.44,84,336.48,10.12,06:11:00,18:23:00,675.8
1474242306,9/18/2016 12:00:00 AM,13:45:06,62,30.45,84,25.86,9,06:11:00,18:23:00,1056.06
1474242005,9/18/2016 12:00:00 AM,13:40:05,62,30.45,81,215.01,4.5,06:11:00,18:23:00,995.47
1474241704,9/18/2016 12:00:00 AM,13:35:04,62,30.45,83,48.56,5.62,06:11:00,18:23:00,933.71
1474241409,9/18/2016 12:00:00 AM,13:30:09,62,30.45,82,3.33,9,06:11:00,18:23:00,936.29
1474241103,9/18/2016 12:00:00 AM,13:25:03,62,30.45,82,3.89,3.37,06:11:00,18:23:00,995.19
1474240803,9/18/2016 12:00:00 AM,13:20:03,62,30.45,83,23.45,6.75,06:11:00,18:23:00,995.95
1474240505,9/18/2016 12:00:00 AM,13:15:05,62,30.45,81,337.41,6.75,06:11:00,18:23:00,1012.1
1474240207,9/18/2016 12:00:00 AM,13:10:07,62,30.45,81,27.91,4.5,06:11:00,18:23:00,1032.35
1474239904,9/18/2016 12:00:00 AM,13:05:04,62,30.46,80,55.49,7.87,06:11:00,18:23:00,1021.62
1474239603,9/18/2016 12:00:00 AM,13:00:03,62,30.45,82,348.28,5.62,06:11:00,18:23:00,1019.14
1474239306,9/18/2016 12:00:00 AM,12:55:06,61,30.46,82,37.26,7.87,06:11:00,18:23:00,1029.12
1474238702,9/18/2016 12:00:00 AM,12:45:02,62,30.46,80,0.22,6.75,06:11:00,18:23:00,1028.58
1474238406,9/18/2016 12:00:00 AM,12:40:06,62,30.46,78,57.05,5.62,06:11:00,18:23:00,1032.72
1474238107,9/18/2016 12:00:00 AM,12:35:07,62,30.46,78,23.43,6.75,06:11:00,18:23:00,1030.59
1474237804,9/18/2016 12:00:00 AM,12:30:04,62,30.46,76,35.34,7.87,06:11:00,18:23:00,1033.68
1474237504,9/18/2016 12:00:00 AM,12:25:04,63,30.46,77,64.67,5.62,06:11:00,18:23:00,1033.32
1474237206,9/18/2016 12:00:00 AM,12:20:06,62,30.46,78,26.91,3.37,06:11:00,18:23:00,1035.95
1474236910,9/18/2016 12:00:00 AM,12:15:10,62,30.47,77,11.08,7.87,06:11:00,18:23:00,1040.38
1474236607,9/18/2016 12:00:00 AM,12:10:07,61,30.47,78,32.47,6.75,06:11:00,18:23:00,1042.41
1474236305,9/18/2016 12:00:00 AM,12:05:05,62,30.47,76,359.43,6.75,06:11:00,18:23:00,1039.52
1474236006,9/18/2016 12:00:00 AM,12:00:06,62,30.47,74,29.49,6.75,06:11:00,18:23:00,1038.32
1474235403,9/18/2016 12:00:00 AM,11:50:03,62,30.47,70,354.02,5.62,06:11:00,18:23:00,1033.25
1474235103,9/18/2016 12:00:00 AM,11:45:03,62,30.47,70,18.59,2.25,06:11:00,18:23:00,1028.78
1474234803,9/18/2016 12:00:00 AM,11:40:03,62,30.48,67,12.1,7.87,06:11:00,18:23:00,1026.49
1474234506,9/18/2016 12:00:00 AM,11:35:06,62,30.48,63,35.59,4.5,06:11:00,18:23:00,1020.61
1474234209,9/18/2016 12:00:00 AM,11:30:09,62,30.48,61,37.27,7.87,06:11:00,18:23:00,1016.9
1474233905,9/18/2016 12:00:00 AM,11:25:05,62,30.48,63,72.52,6.75,06:11:00,18:23:00,1012.33
1474233604,9/18/2016 12:00:00 AM,11:20:04,62,30.48,66,38.11,6.75,06:11:00,18:23:00,1006.77
1474233308,9/18/2016 12:00:00 AM,11:15:08,62,30.48,59,42.02,9,06:11:00,18:23:00,1000.51
1474233005,9/18/2016 12:00:00 AM,11:10:05,62,30.48,64,63.87,2.25,06:11:00,18:23:00,992.82
1474232704,9/18/2016 12:00:00 AM,11:05:04,62,30.48,65,72.62,2.25,06:11:00,18:23:00,985.95
1474232403,9/18/2016 12:00:00 AM,11:00:03,62,30.48,64,78.2,2.25,06:11:00,18:23:00,978.62
1474232104,9/18/2016 12:00:00 AM,10:55:04,62,30.48,60,23.86,2.25,06:11:00,18:23:00,969.27
1474231805,9/18/2016 12:00:00 AM,10:50:05,62,30.48,60,43.7,6.75,06:11:00,18:23:00,960.21
1474231502,9/18/2016 12:00:00 AM,10:45:02,63,30.48,56,34.68,9,06:11:00,18:23:00,952.34
1474231204,9/18/2016 12:00:00 AM,10:40:04,63,30.48,55,63.3,4.5,06:11:00,18:23:00,944.14
1474230905,9/18/2016 12:00:00 AM,10:35:05,63,30.48,57,89.3,5.62,06:11:00,18:23:00,933.75
1474230604,9/18/2016 12:00:00 AM,10:30:04,63,30.48,58,154.41,3.37,06:11:00,18:23:00,921.61
1474230306,9/18/2016 12:00:00 AM,10:25:06,63,30.48,54,65.34,7.87,06:11:00,18:23:00,913.46
1474229707,9/18/2016 12:00:00 AM,10:15:07,63,30.48,49,21.62,4.5,06:11:00,18:23:00,890.38
1474229409,9/18/2016 12:00:00 AM,10:10:09,63,30.48,54,171,3.37,06:11:00,18:23:00,875.84
1474229104,9/18/2016 12:00:00 AM,10:05:04,63,30.49,52,21.8,7.87,06:11:00,18:23:00,865.21
1474228805,9/18/2016 12:00:00 AM,10:00:05,63,30.48,55,12.96,2.25,06:11:00,18:23:00,851.98
1474228503,9/18/2016 12:00:00 AM,09:55:03,63,30.48,54,15.65,3.37,06:11:00,18:23:00,837.6
1474228203,9/18/2016 12:00:00 AM,09:50:03,63,30.48,56,41.52,2.25,06:11:00,18:23:00,823.2
1474227906,9/18/2016 12:00:00 AM,09:45:06,63,30.48,59,46.72,4.5,06:11:00,18:23:00,808.55
1474227604,9/18/2016 12:00:00 AM,09:40:04,63,30.48,58,22.86,5.62,06:11:00,18:23:00,793.94
1474227305,9/18/2016 12:00:00 AM,09:35:05,63,30.48,59,103.37,7.87,06:11:00,18:23:00,780.78
1474227006,9/18/2016 12:00:00 AM,09:30:06,63,30.48,60,11.98,3.37,06:11:00,18:23:00,763.85
1474226706,9/18/2016 12:00:00 AM,09:25:06,63,30.48,58,58.7,6.75,06:11:00,18:23:00,748.52
1474226411,9/18/2016 12:00:00 AM,09:20:11,62,30.48,66,68.97,2.25,06:11:00,18:23:00,732.31
1474226108,9/18/2016 12:00:00 AM,09:15:08,62,30.48,64,46.18,5.62,06:11:00,18:23:00,715.61
1474225805,9/18/2016 12:00:00 AM,09:10:05,62,30.48,67,122.45,4.5,06:11:00,18:23:00,699.26
1474225505,9/18/2016 12:00:00 AM,09:05:05,62,30.48,67,99.57,2.25,06:11:00,18:23:00,681.3
1474225203,9/18/2016 12:00:00 AM,09:00:03,62,30.48,69,106.15,2.25,06:11:00,18:23:00,663.77
1474224902,9/18/2016 12:00:00 AM,08:55:02,62,30.48,72,96.63,5.62,06:11:00,18:23:00,645.55
1474224608,9/18/2016 12:00:00 AM,08:50:08,61,30.48,70,15.22,3.37,06:11:00,18:23:00,626.78
1474224306,9/18/2016 12:00:00 AM,08:45:06,61,30.48,75,36.81,4.5,06:11:00,18:23:00,607.84
1474224005,9/18/2016 12:00:00 AM,08:40:05,61,30.47,76,66.44,3.37,06:11:00,18:23:00,589.11
1474223707,9/18/2016 12:00:00 AM,08:35:07,61,30.47,72,45.05,6.75,06:11:00,18:23:00,570.94
1474223403,9/18/2016 12:00:00 AM,08:30:03,61,30.47,81,53.51,6.75,06:11:00,18:23:00,550.44
1474223106,9/18/2016 12:00:00 AM,08:25:06,61,30.47,79,99.15,3.37,06:11:00,18:23:00,530.83
1474222804,9/18/2016 12:00:00 AM,08:20:04,61,30.47,83,68.4,5.62,06:11:00,18:23:00,510.85
1474222506,9/18/2016 12:00:00 AM,08:15:06,60,30.47,75,72.32,4.5,06:11:00,18:23:00,490.41
1474222204,9/18/2016 12:00:00 AM,08:10:04,60,30.47,82,72.72,3.37,06:11:00,18:23:00,470.03
1474221903,9/18/2016 12:00:00 AM,08:05:03,60,30.47,79,75.62,4.5,06:11:00,18:23:00,448.84
1474221604,9/18/2016 12:00:00 AM,08:00:04,59,30.47,81,70.13,3.37,06:11:00,18:23:00,428.43
1474221303,9/18/2016 12:00:00 AM,07:55:03,58,30.46,84,85.02,1.12,06:11:00,18:23:00,406.92
1474221008,9/18/2016 12:00:00 AM,07:50:08,58,30.46,87,150.59,3.37,06:11:00,18:23:00,387.01
1474220405,9/18/2016 12:00:00 AM,07:40:05,56,30.46,93,119.45,5.62,06:11:00,18:23:00,346.79
1474220106,9/18/2016 12:00:00 AM,07:35:06,56,30.46,94,129.47,3.37,06:11:00,18:23:00,326.09
1474219806,9/18/2016 12:00:00 AM,07:30:06,56,30.46,93,50.01,1.12,06:11:00,18:23:00,303.06
1474219505,9/18/2016 12:00:00 AM,07:25:05,55,30.45,87,149.78,1.12,06:11:00,18:23:00,273.56
1474219208,9/18/2016 12:00:00 AM,07:20:08,54,30.45,90,158.74,4.5,06:11:00,18:23:00,246.8
1474218902,9/18/2016 12:00:00 AM,07:15:02,53,30.45,92,152.74,5.62,06:11:00,18:23:00,219.05
1474218612,9/18/2016 12:00:00 AM,07:10:12,52,30.45,95,159.26,5.62,06:11:00,18:23:00,192.37
1474218308,9/18/2016 12:00:00 AM,07:05:08,51,30.45,97,170.43,4.5,06:11:00,18:23:00,166.44
1474218007,9/18/2016 12:00:00 AM,07:00:07,51,30.45,98,139.17,2.25,06:11:00,18:23:00,20.52
1474217703,9/18/2016 12:00:00 AM,06:55:03,50,30.44,96,168.38,6.75,06:11:00,18:23:00,19.12
1474217403,9/18/2016 12:00:00 AM,06:50:03,50,30.44,98,152.72,3.37,06:11:00,18:23:00,18.25
1474217107,9/18/2016 12:00:00 AM,06:45:07,50,30.44,98,38.32,1.12,06:11:00,18:23:00,17.29
1474216803,9/18/2016 12:00:00 AM,06:40:03,50,30.44,100,162,6.75,06:11:00,18:23:00,16.1
1474216508,9/18/2016 12:00:00 AM,06:35:08,50,30.44,100,155.11,5.62,06:11:00,18:23:00,14.89
1474216205,9/18/2016 12:00:00 AM,06:30:05,50,30.44,100,167.96,3.37,06:11:00,18:23:00,13.44
1474215902,9/18/2016 12:00:00 AM,06:25:02,50,30.44,100,110.11,6.75,06:11:00,18:23:00,11.66
1474215603,9/18/2016 12:00:00 AM,06:20:03,50,30.44,100,151.1,6.75,06:11:00,18:23:00,9.56
1474215304,9/18/2016 12:00:00 AM,06:15:04,50,30.44,100,123.54,6.75,06:11:00,18:23:00,7.48
1474215006,9/18/2016 12:00:00 AM,06:10:06,50,30.44,100,161.31,4.5,06:11:00,18:23:00,5.51
1474214705,9/18/2016 12:00:00 AM,06:05:05,50,30.44,100,127.42,4.5,06:11:00,18:23:00,3.5
1474214405,9/18/2016 12:00:00 AM,06:00:05,50,30.44,100,160.7,2.25,06:11:00,18:23:00,1.96
1474214108,9/18/2016 12:00:00 AM,05:55:08,50,30.44,100,167.54,4.5,06:11:00,18:23:00,1.27
1474213807,9/18/2016 12:00:00 AM,05:50:07,51,30.44,101,152.83,3.37,06:11:00,18:23:00,1.2
1474213507,9/18/2016 12:00:00 AM,05:45:07,50,30.44,101,178.77,3.37,06:11:00,18:23:00,1.27
1474213203,9/18/2016 12:00:00 AM,05:40:03,50,30.43,100,179.07,3.37,06:11:00,18:23:00,1.22
